Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2021-11-08,Rohit,Khanna,"US Congressman",MU,"Micron Technol",8000,Buy,"By Spouse.Traded $1,001 To $15,000 ."
2021-11-08,Rohit,Khanna,"US Congressman",KO,"Coca-Cola Comp",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2021-11-08,Patrick,Fallon,"US Congressman",VZ,"Verizon Commun",1,Sell,"Sale Of Put Options With Strike Price $52.5 And Expiry 21-January-2022. Price No Reported."
2021-11-08,Peter,Sessions,"US Congressman",KR,"Kroger Company",8340,Sell,"Price not reported."
2021-11-08,Peter,Sessions,"US Congressman",BUI,"Blackrock Util",5272,Buy,"Price not reported."
2021-11-08,Daniel,Crenshew,"US Congressman",TSLA,"Tesla Inc",8000,Buy,"Traded $1,001 to $15,000 "
2021-11-08,Thomas,Tuberville,"US Senator",CLF,Cleveland-Clif,175000,Buy,"Traded $100,001 to $250,000 "
2021-11-08,Thomas,Tuberville,"US Senator",CLF,Cleveland-Clif,40501,Sell,"Sale Of Call Options With Strike Price $27 And Expiry 20-Jan-2023. Traded $16,002 To $65,000 "
2021-11-08,Thomas,Tuberville,"US Senator",CLF,Cleveland-Clif,32500,Sell,"Sale Of Call Options With Strike Price $22 And Expiry 20-Jan-2023. Traded $15,001 To $50,000 "
2021-11-08,Joshua,Gottheimer,"US Congressman",PYPL,"Paypal Holding",8000,Sell,"Traded $1,001 to $15,000 "
2021-11-08,James,Langevin,"US Congressman",BABAF,"Alibaba Group ",8000,Sell,"Sale Of Call Options With Strike Price $170 And Expiry 19-November-2021. Traded $1,001 To $15,000, As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
2021-11-08,Walter,Schrader,"US Congressman",BX,"Blackstone Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-11-08,Walter,Schrader,"US Congressman",UNP,"Union Pacific ",8000,Sell,"Traded $1,001 to $15,000 "
2021-11-08,Walter,Schrader,"US Congressman",V,"Visa Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-11-08,Walter,Schrader,"US Congressman",NOC,"Northrop Grumm",8000,Buy,"Traded $1,001 to $15,000 "
2021-11-08,Walter,Schrader,"US Congressman",VMC,"Vulcan Materia",8000,Buy,"Traded $1,001 to $15,000 "
2021-11-08,Joshua,Gottheimer,"US Congressman",LRCX,"Lam Research C",8000,Sell,"Traded $1,001 to $15,000 "
2021-11-08,John,Hickenlooper,"US Senator",TTD,"Trade Desk Inc",32500,Sell,"By Spouse.Traded $15,001 To $50,000 "
2021-11-08,Virginia,Foxx,"US Congressman",NHI,"National Healt",8000,Buy,"Traded $1,001 to $15,000 "
2021-11-08,Douglas,Lamborn,"US Congressman",NTAP,"Netapp Inc",48502,Sell,"By Spouse. Traded $17,003 To $80,000 "
