Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2021-03-08,Richard,Allen,"US Congressman",MRK,"Merck & Compan",32500,Sell,"Traded $15,001 to $50,000 "
2021-03-08,Ashley,Hinson,"US Congressman",AMZN,"Amazon.com Inc",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2021-03-08,Trey,Hollingsworth,"US Congressman",MMP,"Magellan Midst",175000,Buy,"Traded $100,001 to $250,000 ."
2021-03-08,Joshua,Gottheimer,"US Congressman",ALGT,"Allegiant Trav",8000,Sell,"Traded $1,001 to $15,000 "
2021-03-08,Joshua,Gottheimer,"US Congressman",D,"Dominion Energ",8000,Buy,"Traded $1,001 to $15,000 "
2021-03-08,Mark,Green,"US Congressman",USAC,"USA Compressio",40501,Buy,"Traded $16,002 to $65,000 ."
2021-03-08,James,Langevin,"US Congressman",AAPL,"Apple Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2021-03-08,Tomasz,Malinowski,"US Congressman",CMLFU,"Cm Life Scienc",8000,Buy,"Traded $1,001 to $15,000 ."
2021-03-08,Rohit,Khanna,"US Congressman",CME,"CME Group Inc",16001,Buy,"By Dependent Child. Traded $2,002 To $30,000 ."
2021-03-08,Susie,Lee,"US Congressman",COLD,"Americold Real",8000,Sell,"Traded $1,001 to $15,000 "
2021-03-08,Susie,Lee,"US Congressman",PLNT,"Planet Fitness",8000,Buy,"Traded $1,001 to $15,000 "
2021-03-08,Susie,Lee,"US Congressman",POOL,"Pool Corp",8000,Sell,"Traded $1,001 to $15,000 "
2021-03-08,Susie,Lee,"US Congressman",SABR,"Sabre Corp",8000,Buy,"Traded $1,001 to $15,000 "
2021-03-08,Susie,Lee,"US Congressman",W,"Wayfair Inc",8000,Sell,"Traded $1,001 to $15,000 "
2021-03-08,Kathy,Manning,"US Congressman",CME,"CME Group Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2021-03-08,Diana,Harshbarger,"US Congressman",RGA,"Reinsurance Gr",16001,Sell,"By Congressman & Spouse. Traded $2,002 To $30,000 ."
2021-03-09,Shelley,Capito,"US Senator",BLK,"Blackrock Inc",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2021-03-09,Shelley,Capito,"US Senator",JPM,"JP Morgan Chas",8000,Buy,"By Spouse. Traded $1,001 To $15,000 "
2021-03-09,Shelley,Capito,"US Senator",USB,"U.S. Bancorp",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2021-03-09,William,Steube,"US Congressman",SNV,"Synovus Financ",32500,"Div Re","Traded $15,001 to $50,000 "
2021-03-09,Rebecca,Sherrill,"US Congressman",UBS,"UBS Group Ag A",375000,Sell,"By Spouse. Traded $250,001 To $500,000 "
2021-03-09,Trey,Hollingsworth,"US Congressman",MMP,"Magellan Midst",207501,Buy,"Traded $115,002 to $300,000 ."
2021-03-09,Joshua,Gottheimer,"US Congressman",ROG,"Rogers Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2021-03-09,David,Roe,"US Congressman",UBS,"UBS Group Ag A",32500,Sell,"Traded $15,001 to $50,000 "
2021-03-09,James,Langevin,"US Congressman",AAPL,"Apple Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2021-03-09,Rohit,Khanna,"US Congressman",MTCH,"Match Group In",16001,Buy,"By Dependent Child. Traded $2,002 To $30,000 ."
